6.69e-10	0	0	1.03695e-09	0	0	
6.69e-10	0	0	1.03695e-09	0	0	
6.69001e-10	0	0	1.03695e-09	0	0	
6.69003e-10	0	0	1.03694e-09	0	0	
6.69004e-10	0	0	1.03694e-09	0	0	
6.69006e-10	0	0	1.03693e-09	0	0	
6.69009e-10	0	0	1.03693e-09	0	0	
6.69012e-10	0	0	1.03692e-09	0	0	
6.69015e-10	0	0	1.03692e-09	0	0	
6.69019e-10	0	0	1.03691e-09	0	0	
6.69023e-10	0	0	1.0369e-09	0	0	
6.69028e-10	0	0	1.03689e-09	0	0	
6.69033e-10	0	0	1.03688e-09	0	0	
6.69038e-10	0	0	1.03687e-09	0	0	
6.69044e-10	0	0	1.03686e-09	0	0	
6.6905e-10	0	0	1.03684e-09	0	0	
6.69057e-10	0	0	1.03683e-09	0	0	
6.69064e-10	0	0	1.03681e-09	0	0	
6.69072e-10	0	0	1.0368e-09	0	0	
6.6908e-10	0	0	1.03678e-09	0	0	
6.69088e-10	0	0	1.03677e-09	0	0	
6.69097e-10	0	0	1.03675e-09	0	0	
6.69106e-10	0	0	1.03673e-09	0	0	
6.69116e-10	0	0	1.03671e-09	0	0	
6.69126e-10	0	0	1.03669e-09	0	0	
6.69136e-10	0	0	1.03667e-09	0	0	
6.69147e-10	0	0	1.03664e-09	0	0	
6.69158e-10	0	0	1.03662e-09	0	0	
6.6917e-10	0	0	1.0366e-09	0	0	
6.69182e-10	0	0	1.03657e-09	0	0	
6.69195e-10	0	0	1.03655e-09	0	0	
6.69208e-10	0	0	1.03652e-09	0	0	
6.69221e-10	0	0	1.03649e-09	0	0	
6.69235e-10	0	0	1.03647e-09	0	0	
6.69249e-10	0	0	1.03644e-09	0	0	
6.69264e-10	0	0	1.03641e-09	0	0	
6.69279e-10	0	0	1.03638e-09	0	0	
6.69294e-10	0	0	1.03635e-09	0	0	
6.6931e-10	0	0	1.03631e-09	0	0	
6.69327e-10	0	0	1.03628e-09	0	0	
6.69343e-10	0	0	1.03625e-09	0	0	
6.69361e-10	0	0	1.03621e-09	0	0	
6.69378e-10	0	0	1.03618e-09	0	0	
6.69396e-10	0	0	1.03614e-09	0	0	
6.69415e-10	0	0	1.0361e-09	0	0	
6.69433e-10	0	0	1.03606e-09	0	0	
6.69453e-10	0	0	1.03602e-09	0	0	
6.69472e-10	0	0	1.03599e-09	0	0	
6.69492e-10	0	0	1.03594e-09	0	0	
6.69513e-10	0	0	1.0359e-09	0	0	
6.69534e-10	0	0	1.03586e-09	0	0	
6.69555e-10	0	0	1.03582e-09	0	0	
6.69577e-10	0	0	1.03577e-09	0	0	
6.69599e-10	0	0	1.03573e-09	0	0	
6.69622e-10	0	0	1.03568e-09	0	0	
6.69645e-10	0	0	1.03564e-09	0	0	
6.69668e-10	0	0	1.03559e-09	0	0	
6.69692e-10	0	0	1.03554e-09	0	0	
6.69716e-10	0	0	1.03549e-09	0	0	
6.69741e-10	0	0	1.03544e-09	0	0	
6.69766e-10	0	0	1.03539e-09	0	0	
6.69792e-10	0	0	1.03534e-09	0	0	
6.69817e-10	0	0	1.03529e-09	0	0	
6.69844e-10	0	0	1.03524e-09	0	0	
6.69871e-10	0	0	1.03518e-09	0	0	
6.69898e-10	0	0	1.03513e-09	0	0	
6.69925e-10	0	0	1.03507e-09	0	0	
6.69953e-10	0	0	1.03502e-09	0	0	
6.69982e-10	0	0	1.03496e-09	0	0	
6.70011e-10	0	0	1.0349e-09	0	0	
6.7004e-10	0	0	1.03484e-09	0	0	
6.70069e-10	0	0	1.03478e-09	0	0	
6.70099e-10	0	0	1.03472e-09	0	0	
6.7013e-10	0	0	1.03466e-09	0	0	
6.70161e-10	0	0	1.0346e-09	0	0	
6.70192e-10	0	0	1.03453e-09	0	0	
6.70224e-10	0	0	1.03447e-09	0	0	
6.70256e-10	0	0	1.03441e-09	0	0	
6.70289e-10	0	0	1.03434e-09	0	0	
6.70322e-10	0	0	1.03427e-09	0	0	
6.70355e-10	0	0	1.03421e-09	0	0	
6.70389e-10	0	0	1.03414e-09	0	0	
6.70423e-10	0	0	1.03407e-09	0	0	
6.70458e-10	0	0	1.034e-09	0	0	
6.70493e-10	0	0	1.03393e-09	0	0	
6.70528e-10	0	0	1.03386e-09	0	0	
6.70564e-10	0	0	1.03379e-09	0	0	
6.706e-10	0	0	1.03371e-09	0	0	
6.70637e-10	0	0	1.03364e-09	0	0	
6.70674e-10	0	0	1.03356e-09	0	0	
6.70711e-10	0	0	1.03349e-09	0	0	
6.70749e-10	0	0	1.03341e-09	0	0	
6.70788e-10	0	0	1.03334e-09	0	0	
6.70826e-10	0	0	1.03326e-09	0	0	
6.70865e-10	0	0	1.03318e-09	0	0	
6.70905e-10	0	0	1.0331e-09	0	0	
6.70945e-10	0	0	1.03302e-09	0	0	
6.70985e-10	0	0	1.03294e-09	0	0	
6.71026e-10	0	0	1.03286e-09	0	0	
6.71067e-10	0	0	1.03277e-09	0	0	
6.71109e-10	0	0	1.03269e-09	0	0	
6.71151e-10	0	0	1.03261e-09	0	0	
6.71193e-10	0	0	1.03252e-09	0	0	
6.71236e-10	0	0	1.03243e-09	0	0	
6.71279e-10	0	0	1.03235e-09	0	0	
6.71323e-10	0	0	1.03226e-09	0	0	
6.71367e-10	0	0	1.03217e-09	0	0	
6.71411e-10	0	0	1.03208e-09	0	0	
6.71456e-10	0	0	1.03199e-09	0	0	
6.71501e-10	0	0	1.0319e-09	0	0	
6.71547e-10	0	0	1.03181e-09	0	0	
6.71593e-10	0	0	1.03172e-09	0	0	
6.71639e-10	0	0	1.03162e-09	0	0	
6.71686e-10	0	0	1.03153e-09	0	0	
6.71733e-10	0	0	1.03144e-09	0	0	
6.71781e-10	0	0	1.03134e-09	0	0	
6.71829e-10	0	0	1.03124e-09	0	0	
6.71877e-10	0	0	1.03115e-09	0	0	
6.71926e-10	0	0	1.03105e-09	0	0	
6.71975e-10	0	0	1.03095e-09	0	0	
6.72025e-10	0	0	1.03085e-09	0	0	
6.72075e-10	0	0	1.03075e-09	0	0	
6.72125e-10	0	0	1.03065e-09	0	0	
6.72176e-10	0	0	1.03055e-09	0	0	
6.72227e-10	0	0	1.03044e-09	0	0	
6.72279e-10	0	0	1.03034e-09	0	0	
6.72331e-10	0	0	1.03024e-09	0	0	
6.72383e-10	0	0	1.03013e-09	0	0	
6.72436e-10	0	0	1.03003e-09	0	0	
6.72489e-10	0	0	1.02992e-09	0	0	
6.72542e-10	0	0	1.02981e-09	0	0	
6.72596e-10	0	0	1.0297e-09	0	0	
6.72651e-10	0	0	1.02959e-09	0	0	
6.72705e-10	0	0	1.02948e-09	0	0	
6.7276e-10	0	0	1.02937e-09	0	0	
6.72816e-10	0	0	1.02926e-09	0	0	
6.72872e-10	0	0	1.02915e-09	0	0	
6.72928e-10	0	0	1.02904e-09	0	0	
6.72984e-10	0	0	1.02892e-09	0	0	
6.73041e-10	0	0	1.02881e-09	0	0	
6.73099e-10	0	0	1.0287e-09	0	0	
6.73156e-10	0	0	1.02858e-09	0	0	
6.73214e-10	0	0	1.02846e-09	0	0	
6.73273e-10	0	0	1.02835e-09	0	0	
6.73332e-10	0	0	1.02823e-09	0	0	
6.73391e-10	0	0	1.02811e-09	0	0	
6.7345e-10	0	0	1.02799e-09	0	0	
6.7351e-10	0	0	1.02787e-09	0	0	
6.73571e-10	0	0	1.02775e-09	0	0	
6.73631e-10	0	0	1.02763e-09	0	0	
6.73692e-10	0	0	1.0275e-09	0	0	
6.73754e-10	0	0	1.02738e-09	0	0	
6.73816e-10	0	0	1.02726e-09	0	0	
6.73878e-10	0	0	1.02713e-09	0	0	
6.7394e-10	0	0	1.02701e-09	0	0	
6.74003e-10	0	0	1.02688e-09	0	0	
6.74066e-10	0	0	1.02675e-09	0	0	
6.7413e-10	0	0	1.02663e-09	0	0	
6.74194e-10	0	0	1.0265e-09	0	0	
6.74258e-10	0	0	1.02637e-09	0	0	
6.74322e-10	0	0	1.02624e-09	0	0	
6.74387e-10	0	0	1.02611e-09	0	0	
6.74453e-10	0	0	1.02598e-09	0	0	
6.74518e-10	0	0	1.02585e-09	0	0	
