1e-15	-1.17772e-18	7.37155e-19	329.58	9.48883e+07	0.000506512
2e-15	-1.17774e-18	7.37262e-19	329.627	9.4948e+07	0.000253236
3e-15	-1.17775e-18	7.37396e-19	329.687	9.50111e+07	0.000168811
4e-15	-1.17774e-18	7.37558e-19	329.76	9.50777e+07	0.000126598
5e-15	-1.17773e-18	7.37748e-19	329.845	9.51477e+07	0.000101271
6e-15	-1.17771e-18	7.37967e-19	329.943	9.52211e+07	8.43859e-05
7e-15	-1.17768e-18	7.38213e-19	330.053	9.52978e+07	7.23251e-05
8e-15	-1.17764e-18	7.38488e-19	330.176	9.5378e+07	6.32796e-05
9e-15	-1.17759e-18	7.3879e-19	330.311	9.54614e+07	5.62442e-05
1e-14	-1.17752e-18	7.3912e-19	330.458	9.55482e+07	5.06159e-05
1.1e-14	-1.17745e-18	7.39478e-19	330.618	9.56382e+07	4.60109e-05
1.2e-14	-1.17737e-18	7.39863e-19	330.79	9.57315e+07	4.21734e-05
1.3e-14	-1.17728e-18	7.40276e-19	330.975	9.5828e+07	3.89263e-05
1.4e-14	-1.17717e-18	7.40716e-19	331.172	9.59277e+07	3.61431e-05
1.5e-14	-1.17706e-18	7.41184e-19	331.381	9.60306e+07	3.3731e-05
1.6e-14	-1.17693e-18	7.41678e-19	331.602	9.61366e+07	3.16204e-05
1.7e-14	-1.17679e-18	7.422e-19	331.835	9.62457e+07	2.97581e-05
1.8e-14	-1.17664e-18	7.42749e-19	332.081	9.63578e+07	2.81027e-05
1.9e-14	-1.17648e-18	7.43324e-19	332.338	9.6473e+07	2.66216e-05
2e-14	-1.1763e-18	7.43926e-19	332.607	9.65912e+07	2.52886e-05
2.1e-14	-1.17611e-18	7.44554e-19	332.888	9.67123e+07	2.40826e-05
2.2e-14	-1.17591e-18	7.45209e-19	333.181	9.68363e+07	2.29862e-05
2.3e-14	-1.1757e-18	7.45889e-19	333.485	9.69632e+07	2.19851e-05
2.4e-14	-1.17547e-18	7.46595e-19	333.8	9.70929e+07	2.10675e-05
2.5e-14	-1.17522e-18	7.47326e-19	334.127	9.72254e+07	2.02232e-05
2.6e-14	-1.17496e-18	7.48082e-19	334.465	9.73605e+07	1.9444e-05
2.7e-14	-1.17469e-18	7.48864e-19	334.815	9.74983e+07	1.87224e-05
2.8e-14	-1.1744e-18	7.4967e-19	335.175	9.76387e+07	1.80524e-05
2.9e-14	-1.17409e-18	7.505e-19	335.546	9.77816e+07	1.74286e-05
3e-14	-1.17376e-18	7.51354e-19	335.928	9.7927e+07	1.68464e-05
3.1e-14	-1.17342e-18	7.52232e-19	336.321	9.80748e+07	1.63017e-05
3.2e-14	-1.17306e-18	7.53133e-19	336.723	9.82249e+07	1.57911e-05
3.3e-14	-1.17268e-18	7.54057e-19	337.136	9.83773e+07	1.53114e-05
3.4e-14	-1.17228e-18	7.55003e-19	337.559	9.85319e+07	1.486e-05
3.5e-14	-1.17185e-18	7.55971e-19	337.992	9.86886e+07	1.44343e-05
3.6e-14	-1.17141e-18	7.5696e-19	338.435	9.88473e+07	1.40323e-05
3.7e-14	-1.17094e-18	7.57971e-19	338.887	9.90079e+07	1.36521e-05
3.8e-14	-1.17045e-18	7.59002e-19	339.347	9.91703e+07	1.32918e-05
3.9e-14	-1.16994e-18	7.60053e-19	339.817	9.93345e+07	1.295e-05
4e-14	-1.1694e-18	7.61123e-19	340.296	9.95003e+07	1.26254e-05
4.1e-14	-1.16883e-18	7.62212e-19	340.783	9.96676e+07	1.23165e-05
4.2e-14	-1.16824e-18	7.63319e-19	341.278	9.98364e+07	1.20224e-05
4.3e-14	-1.16762e-18	7.64443e-19	341.78	1.00006e+08	1.17419e-05
4.4e-14	-1.16697e-18	7.65584e-19	342.29	1.00178e+08	1.14742e-05
4.5e-14	-1.16629e-18	7.66741e-19	342.808	1.0035e+08	1.12184e-05
4.6e-14	-1.16557e-18	7.67913e-19	343.332	1.00523e+08	1.09737e-05
4.7e-14	-1.16483e-18	7.69099e-19	343.862	1.00696e+08	1.07394e-05
4.8e-14	-1.16405e-18	7.70299e-19	344.398	1.0087e+08	1.05149e-05
4.9e-14	-1.16323e-18	7.71511e-19	344.94	1.01045e+08	1.02996e-05
5e-14	-1.16238e-18	7.72734e-19	345.487	1.0122e+08	1.00928e-05
5.1e-14	-1.16148e-18	7.73968e-19	346.039	1.01395e+08	9.89421e-06
5.2e-14	-1.16055e-18	7.75211e-19	346.595	1.0157e+08	9.70323e-06
5.3e-14	-1.15957e-18	7.76463e-19	347.154	1.01745e+08	9.51945e-06
